,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
659,Flat 42614449,Looking For A Flat In Al Hadi Eiffel Heights Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.7 ,Bahria Town,9600000,14/12/2022
660,Flat 42614450,598 Square Feet Flat Ideally Situated In Al Hadi Eiffel Heights,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.7 ,Bahria Town,9600000,14/12/2022
661,Flat 42711186,2 Floor Apartment Possession In 1.6 Year.,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,5000000,07/12/2022
662,Flat 42581071,Dynamic Investment Opportunities 5 Marla Brand New Luxury Villas ( Homes ) Available In New Deal On Easy Instalments Phase 4 G-5 Block Bahria Orchard Lahore,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,5000000,30/11/2022
663,Flat 42840202,Apartment For Sale,Flat,For Sale,1,1,Lahore,"Raiwind Road, Lahore, Punjab",1.7 ,Raiwind Road,4400000,14/12/2022
664,Flat 42716111,NFC Residencia 2 Bed Dd Flat Adjacent To Nespak Head Office,Flat,For Sale,-,2,Lahore,"Main Canal Bank Road, Lahore, Punjab",5 ,Main Canal Bank Road,20000000,07/12/2022
665,Flat 43177982,450 Square Feet Flat In Bahria Town - Sector C Is Best Option,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6200000,28/12/2022
666,Flat 43177989,Buy your ideal 450 Square Feet Flat in a prime location of Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6200000,28/12/2022
667,Flat 43177994,Own A Flat In 450 Square Feet Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6200000,28/12/2022
668,Flat 43177997,"Flat For sale In Rs. 31,000,000",Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
669,Flat 43177996,Gorgeous 10 Marla Flat For sale Available In Bahria Town - Nargis Block,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,30000000,28/12/2022
670,Flat 43177992,10 Marla Flat Is Available For sale,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
671,Flat 43177991,Buying A Flat In Bahria Town - Shaheen Block Lahore?,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
672,Flat 43177990,10 Marla Flat For sale In Bahria Town - Nargis Block,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,30000000,28/12/2022
673,House 42466781,1 Kanal Owner Build 45 Feet Road Very Near Canal Road Doctor Hospital Furnished,House,For Sale,6,5,Lahore,"Johar Town, Lahore, Punjab",20.0,Johar Town,60000000,26/12/2022
674,House 42995596,Luxury Mazhar Munir Design One Kanal Bangalow Available For In DHA Lahore.,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,26/12/2022
675,House 43025697,7 Marla 4 Bed Designer House For Sale In Lake City,House,For Sale,4,4,Lahore,"Raiwind Road, Lahore, Punjab",7 ,Raiwind Road,30000000,26/12/2022
676,House 42698642,Golden Offer In Dha Phase 6 - 10 Marla Luxury House Ready For Sale Peace Full Environment 100 Secure For Best Living Style,House,For Sale,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,26/12/2022
677,House 41788195,One Kanal Modern Bungalow For Sale At Hot Location Cheapest Price,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,26/12/2022
678,House 39854469,"Owner Build, 1 Kanal 4 Bedroom Used House On 80 Feet Road",House,For Sale,5,4,Lahore,"Formanites Housing Scheme, Lahore, Punjab",20.0,Formanites Housing Scheme,40000000,25/12/2022
679,House 42653696,18 Marla Brand New Modern House For Sale In Hbfc Society Near Ring Road,House,For Sale,7,5,Lahore,"HBFC Housing Society, Lahore, Punjab",18 ,HBFC Housing Society,70000000,25/12/2022
680,House 43121702,10 Marla Brand New Modern House For Sale,House,For Sale,7,6,Lahore,"Wapda Town, Lahore, Punjab",10 ,Wapda Town,50000000,25/12/2022
681,House 42528623,Kanal 2022 Modern Design Luxury Bungalow For Sale,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,25/12/2022
682,House 43120205,Kanal House For Sale,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,25/12/2022
683,House 42329660,5 Marla Brand New House for Sale at the Best Location in StateLife,House,For Sale,4,3,Lahore,"State Life Housing Society, Lahore, Punjab",5 ,State Life Housing Society,20000000,28/12/2022
684,House 43022355,10 Marla Brand New House Available For Sale Prime Location Very Cheap Price,House,For Sale,5,4,Lahore,"State Life Housing Society, Lahore, Punjab",10 ,State Life Housing Society,40000000,28/12/2022
685,House 42906325,House For Sale In Very Prime Location Of Dha Phase 1 N Block,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,28/12/2022
686,House 42998464,1 Kanal House Sale In Dha Phase 2 S Block Lahore Fully Furnished,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
687,House 43115696,House For Sale Ideal Location,House,For Sale,5,3,Lahore,"Al Rehman Garden, Lahore, Punjab",3 ,Al Rehman Garden,7700000,28/12/2022
688,House 43115706,House For Sale Ideal Location,House,For Sale,6,7,Lahore,"Al Rehman Garden, Lahore, Punjab",20.0,Al Rehman Garden,50000000,28/12/2022
689,House 41306422,3 Marla Triple Storey Spanish House For Sale,House,For Sale,5,5,Lahore,"Pak Arab Housing Society, Lahore, Punjab",3 ,Pak Arab Housing Society,20000000,28/12/2022
690,House 43152622,Gorgeous 10 Marla House For sale Available In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
691,House 43152623,Punjab Coop Housing Society House Sized 10 Marla,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
692,House 43152625,A House At Affordable Price Awaits You,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
693,House 43152626,Get In Touch Now To Buy A 10 Marla House In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
694,House 43152627,House For sale In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
695,House 43152628,Punjab Coop Housing Society House Sized 10 Marla For sale,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
696,House 43152629,Book A House Of 10 Marla In Punjab Coop Housing Society Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
697,House 43152630,Spacious 10 Marla House Available For sale In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
698,House 40463784,1 Kanal Beautiful House For Rent In Gulberg,House,For Rent,7,6,Lahore,"Gulberg, Lahore, Punjab",20.0,Gulberg,400000,25/12/2022
699,House 43021553,Kanal House Rent In Dha Phase 5 H Block,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,25/12/2022
700,House 40464910,12 Marla Lavish House For Rent In Gulberg,House,For Rent,5,4,Lahore,"Gulberg, Lahore, Punjab",12 ,Gulberg,300000,25/12/2022
701,House 43018461,10 Marla House for Rent in Phase 6,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,25/12/2022
702,House 43052248,1 Kanal Ultra Modern Design Brand New House Near To Park Available For Rent In Hot Location Of Dha Phase 6,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,25/12/2022
703,House 41476342,2 Kanal Commercial House For Rent,House,For Rent,9,8,Lahore,"Gulberg, Lahore, Punjab",40.0,Gulberg,700000,25/12/2022
704,House 42897249,Original Pictures 1 Kanal Awesome Bungalow On Top Location For Rent in DHA Phase 6 Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,25/12/2022
705,House 43058511,1 Kanal Full Furnished Modern House Is Available For Rent In DHA Phase 06 Lahore.,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,500000,25/12/2022
706,House 42995303,Paragon City Imperial Homes S Block Company House Available For Rent Corner + Facing Park,House,For Rent,4,3,Lahore,"Paragon City, Lahore, Punjab",10 ,Paragon City,90000,25/12/2022
707,House 42976181,5 Marla Beautiful House Available For Rent,House,For Rent,3,3,Lahore,"Bahria Nasheman, Lahore, Punjab",5 ,Bahria Nasheman,46000,25/12/2022
708,House 42999302,PRIME LOCTION ONE KANAL HOUSE AVAILABLE FOR RENT IN DHA,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,25/12/2022
709,House 43120575,17 Marla 5 Bedroom House Available For Rent In Sector F Askari Lahore cantt,House,For Rent,5,5,Lahore,"Askari, Lahore, Punjab",17 ,Askari,200000,25/12/2022
710,House 39141817,10 Marla Modern Design House Available For Rent,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
711,House 43045058,5 Marla Moderate House Available For Rent,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,48000,26/12/2022
712,House 43045509,5 MARLA DESIGNER HOUSE AVAILABLE FOR RENT,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,45000,26/12/2022
713,House 42737432,1 Kanal Beautiful Pool Modern 05 Luxury Bedrooms With Attach Bathrooms Pool Dha Phase 3,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
714,House 42453015,Beautiful House Available For  Rent,House,For Rent,3,3,Lahore,"DHA Defence, Lahore, Punjab",30.0,DHA Defence,300000,26/12/2022
715,House 43146547,5 Marla 3 Bed Brand New House Available For Rent,House,For Rent,4,3,Lahore,"Raiwind Road, Lahore, Punjab",5 ,Raiwind Road,67000,28/12/2022
716,House 43187120,5 Marla Like New Staylish House For Rent In Sector B Umar Block Bahria Town Lahore,House,For Rent,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,55000,28/12/2022
717,House 43186919,Modern Design Brand New Top Class Bungalow DHA Phase For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
718,House 43186936,Modern Design Brand New Top Class Bungalow DHA Phase For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
719,House 43186932,Modern Design Brand New Top Class Bungalow DHA Phase For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,28/12/2022
720,House 43186895,10 Marla Like New Staylish House For Rent In Sector E Quaid Block Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,95000,28/12/2022
721,House 43186897,Modern Design Brand New Top Class Bungalow DHA Phase For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
722,House 43186904,Modern Design Brand New Top Class Bungalow DHA Phase For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
723,Flat 42774502,Fully Furnished Independent Apartment For Rent,Flat,For Rent,1,1,Lahore,"Johar Town, Lahore, Punjab",1.6 ,Johar Town,27000,07/12/2022
724,Flat 42774191,2 Rooms Unfurnished Apartment Available For Rent,Flat,For Rent,2,2,Lahore,"Johar Town, Lahore, Punjab",4 ,Johar Town,40000,07/12/2022
725,Flat 42675144,Fully Furnished Independent Apartment Available For Rent,Flat,For Rent,1,1,Lahore,"Johar Town, Lahore, Punjab",2 ,Johar Town,35000,07/12/2022
726,Flat 42656394,5 Marla Flat For Rent In State Life Society Lahore,Flat,For Rent,2,2,Lahore,"State Life Housing Society, Lahore, Punjab",5 ,State Life Housing Society,32000,30/11/2022
727,Flat 43023802,12 Marla Brand New 4 Bed Apt Available For Rent In Askari-10,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,200000,28/12/2022
728,Flat 42965588,One Bed Flat Available For Rent In Saddar Cant Main Road near To Askari 9,Flat,For Rent,1,1,Lahore,"Cantt, Lahore, Punjab",1 ,Cantt,15000,26/12/2022
729,Flat 41702473,Reasonable Flat At Prime Location,Flat,For Rent,2,2,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",3 ,Punjab Coop Housing Society,30000,24/12/2022
730,Flat 42762005,One Bed Furnished Flat Fore Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,55000,22/12/2022
731,Flat 43116915,2 Bed Independent Bachelors Flat For Rent In Pak Arab Society,Flat,For Rent,2,2,Lahore,"Pak Arab Housing Society, Lahore, Punjab",3 ,Pak Arab Housing Society,21000,28/12/2022
732,Flat 43116998,1 Bed Independent Family Apartment For Rent In Pak Arab Society,Flat,For Rent,1,1,Lahore,"Pak Arab Housing Society, Lahore, Punjab",3 ,Pak Arab Housing Society,20000,28/12/2022
733,Flat 42991747,Studio Furnished Apartment For Rent In Sector E Bahria Town Lahore,Flat,For Rent,1,-,Lahore,"Bahria Town, Lahore, Punjab",1.3 ,Bahria Town,27000,24/12/2022
734,Flat 43124212,Two Bed Luxury Brand New Apartment In Dva,Flat,For Rent,2,2,Lahore,"DHA Defence, Lahore, Punjab",5.8 ,DHA Defence,60000,25/12/2022
735,Flat 42498271,6 Marla 2nd Floor Apartment Available For Rent In Eme Society - Block J,Flat,For Rent,2,2,Lahore,"EME Society, Lahore, Punjab",6 ,EME Society,50000,22/12/2022
736,Flat 43018498,2 Bed Flat Available In Saddar Cant Klahore Near To Askari 9,Flat,For Rent,2,2,Lahore,"Mughalpura, Lahore, Punjab",1 ,Mughalpura,22000,22/12/2022
737,Flat 42598281,Studio Apartment Available For Rent In Johar Town Lahore,Flat,For Rent,1,-,Lahore,"Johar Town, Lahore, Punjab",1.1 ,Johar Town,35000,1 week
738,Flat 42675718,A Ground Floor Flat Of 10 Marla Available For Rent,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,14/12/2022
739,Flat 42612291,Flat 1 Bed For Rent For Boys In Paragon City Barki Road Lahore,Flat,For Rent,1,1,Lahore,"Paragon City, Lahore, Punjab",2 ,Paragon City,14000,14/12/2022
740,Flat 43168090,Get An Attractive Flat In Lahore Under,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 day
741,Flat 43168087,A Spacious 10 Marla Flat In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,66000,1 day
742,Flat 43168012,1 BEDROOM LUXURY FLAT FOR RENT IN BAHRIA TOWN LHR,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,50000,1 day
743,Flat 40018729,Fully Furnished Apartment in heart of Lahore,Flat,For Rent,4,3,Lahore,"Gulberg, Lahore, Punjab",11.1 ,Gulberg,300000,1 day
744,Flat 42372200,Only For Guests Home Available For Rent In The Spring Apartment Homes,Flat,For Rent,3,3,Lahore,"Main Canal Bank Road, Lahore, Punjab",14.2 ,Main Canal Bank Road,200000,1 day
745,Flat 43167290,Furnished Flat 1000 Sq Ft 2 Bedrooms For Rent In Gulberg Original Pictures Attached,Flat,For Rent,1,2,Lahore,"Gulberg, Lahore, Punjab",4.4 ,Gulberg,60000,1 day
746,Flat 43167210,1 Bed Fully Furnished Apartment for Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.5 ,Bahria Town,40000,1 day
747,Flat 43167199,"1 Bed Apartment Available For Rent In Penta Square , Phase 5,",Flat,For Rent,1,1,Lahore,"DHA Defence, Lahore, Punjab",5.9 ,DHA Defence,200000,1 day
748,Flat 43177986,This Is Your Chance To Buy Flat In Lahore,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
749,Flat 43177985,Stunning Flat Is Available For sale In Bahria Town - Shaheen Block,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
750,Flat 43177983,Flat For sale In Lahore,Flat,For Sale,5,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,30000000,28/12/2022
751,Flat 43177431,Affordable Flat For sale In Askari 11 - Sector B Apartments,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,28/12/2022
752,Flat 43177332,12 Marla Flat For sale In Askari 11 - Sector B Apartments Lahore,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,28/12/2022
753,Flat 43177253,12 Marla Flat Is Available For sale In Askari 11 - Sector B Apartments,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,28/12/2022
754,Flat 43177209,12 Marla Flat In Askari 11 - Sector B Apartments For sale,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,30000000,28/12/2022
755,Flat 43177181,12 Marla Flat In Stunning Askari 11 - Sector B Apartments Is Available For sale,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,28/12/2022
756,House 37455349,100 Percent Original Add Spanish Design Brand New House,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,26/12/2022
757,House 42664524,5 Marla Luxury Brand New House For sale In DHA 9 Town,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,26/12/2022
758,House 42662528,10 Marla Brand New Beautiful Lavish Banglow For Sale In Dha Phase 7,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,40000000,26/12/2022
759,House 42891650,8 MARLA HOUSE FOR SALE IN UMAR BLOCK BAHRIA TOWN LAHORE,House,For Sale,4,3,Lahore,"Bahria Town, Lahore, Punjab",8 ,Bahria Town,30000000,26/12/2022
760,House 42891651,10 MARLA BRAND NEW HOUSE FOR SALE IN GULBAHAR BLOCK BAHRIA TOWN,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,50000000,26/12/2022
761,House 42897546,Modern Edge 10 Marla Beautiful Home Near Park in DHA Phase 8 Ex air Avenue,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,40000000,25/12/2022
762,House 42601439,Italian Layout Design Kanal Brand New Bungalow,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,25/12/2022
763,House 43071165,23 Marla Corner House In The Heart Of Dha Ph 4,House,For Sale,5,5,Lahore,"DHA Defence, Lahore, Punjab",24.0,DHA Defence,80000000,25/12/2022
764,House 40703085,5 Marla House Situated In Central Park - Block E For sale,House,For Sale,3,3,Lahore,"Central Park Housing Scheme, Lahore, Punjab",5 ,Central Park Housing Scheme,20000000,24/12/2022
765,House 43024662,Brand New Home For Sale In Shadab Garden Good Location,House,For Sale,3,3,Lahore,"Shadab Garden, Lahore, Punjab",2.5 ,Shadab Garden,8300000,24/12/2022
766,House 43023513,10 Marla Brand New House for Sale at the Best Location in StateLife Near Park,House,For Sale,5,4,Lahore,"State Life Housing Society, Lahore, Punjab",10 ,State Life Housing Society,40000000,28/12/2022
767,House 43186760,Looking For The Perfect Location Fully Furnished 10 Marla Brand New House Available For Sale In Bahria Town - Shaheen Block,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,50000000,28/12/2022
768,House 41454801,3 marla triple story spanish house for sale,House,For Sale,5,4,Lahore,"Vital Homes Housing Scheme, Lahore, Punjab",3 ,Vital Homes Housing Scheme,20000000,28/12/2022
769,House 42059023,4 marla triple storey house for sale in pak arab society,House,For Sale,4,4,Lahore,"Pak Arab Housing Society, Lahore, Punjab",4 ,Pak Arab Housing Society,20000000,28/12/2022
770,House 42574732,5 Marla House In Johar Town,House,For Sale,6,5,Lahore,"Johar Town, Lahore, Punjab",5 ,Johar Town,20000000,28/12/2022
771,House 42567177,5 Marla House In Johar Town,House,For Sale,6,5,Lahore,"Johar Town, Lahore, Punjab",5 ,Johar Town,20000000,28/12/2022
772,House 42567606,3 Marla Brand New Pool House,House,For Sale,5,4,Lahore,"Johar Town, Lahore, Punjab",3 ,Johar Town,20000000,28/12/2022
773,House 43152631,Affordable House For sale In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
774,House 43152632,House For sale In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
775,House 43152633,Get Your Dream House In Punjab Coop Housing Society Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
776,House 43152634,House Of 10 Marla Is Available For sale,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,28/12/2022
